id,source_item_idx,scene_id,task_type,sft_initial_score,sft_final_score,sft_n_steps,sft_n_actions,env_n_steps,env_sum_reward,env_final_total_score,env_final_pos_score,env_final_ori_score,env_best_score,env_traj_success,env_invalid_actions,env_near_success_steps,env_near_success_bonus,env_collisions,success_path,done_at_step
sft_000000,0,0267_840790,absolute_positioning,0.306239,0.996775,4,18,5,30.793393116747364,0.9967753197026988,0.9950908122508971,0.9993193833878873,0.9967753197026988,True,0,2,0.4,0,done_action,5
sft_000001,1,0267_840790,absolute_positioning,0.306239,0.996775,3,14,4,30.58638651476697,0.9967753197026988,0.995090812250897,0.9993193833878873,0.9967753197026988,True,0,1,0.2,0,done_action,4
sft_000006,6,0267_840790,absolute_positioning,0.364079,0.999351,3,13,4,30.758010390278386,0.9993506013629058,0.9989183195550438,1.0,0.9993506013629058,True,0,2,0.4,0,done_action,4
sft_000007,7,0267_840790,absolute_positioning,0.364079,0.995104,4,20,5,-1.6403707834045558,0.5985667661985608,0.9946597992338001,1.6179372562374539e-12,0.5985667661985608,False,1,2,0.4,0,none,5
sft_000012,12,0267_840790,absolute_positioning,0.322953,0.986095,3,13,4,-2.286514262098863,0.49487343997924427,0.4001446582269359,0.8911993874861953,0.49487343997924427,False,2,0,0.0,0,none,4
sft_000014,14,0267_840790,absolute_positioning,0.322953,0.99421,3,13,4,30.306718836006276,0.8700400365550757,0.9997811376313397,0.6753689467782209,0.8700400365550757,True,1,1,0.2,0,done_action,4
sft_000015,15,0267_840790,absolute_positioning,0.322953,0.983313,3,14,4,30.571174110025837,0.9833128827983109,0.9997811376313397,0.9586029559634509,0.9833128827983109,True,0,1,0.2,0,done_action,4
sft_000017,17,0267_840790,absolute_positioning,0.322953,0.994471,5,21,6,-2.563080146878411,0.3249915862829775,0.4001446582269359,0.01056642536274229,0.49487343997924427,False,3,0,0.0,0,none,6
sft_000019,19,0267_840790,absolute_positioning,0.322953,0.996707,5,19,6,30.57489834308065,0.9765992725197419,0.9657907772691071,0.9936049537290418,0.9765992725197419,True,1,2,0.4,0,done_action,6
sft_000020,20,0267_840790,absolute_positioning,0.415952,0.996839,4,20,5,-2.165277381687759,0.41595201942402027,0.5526748777931918,1.5682648261279692e-12,0.6395243181665056,False,2,1,0.2,0,none,5
sft_000021,21,0267_840790,absolute_positioning,0.415952,0.998973,3,14,4,30.731238054245303,0.9989726659674213,0.999486620339499,0.9982011834089648,0.9989726659674213,True,0,2,0.4,0,done_action,4
sft_000022,22,0267_840790,absolute_positioning,0.415952,0.988392,5,21,6,-1.868382728178264,0.5956983095383938,0.9480994678907796,0.027269638989728624,0.6395243181665055,False,2,2,0.4,0,none,6
sft_000023,23,0267_840790,absolute_positioning,0.306239,0.993407,3,14,4,30.584726385137593,0.9934065132212566,0.9891775326747337,0.9998462104581132,0.9934065132212566,True,0,1,0.2,0,done_action,4
sft_000025,25,0267_840790,absolute_positioning,0.306239,0.996978,3,14,4,-2.2895642545746413,0.4718287432920948,0.37531109885139935,0.899750423050545,0.4718287432920948,False,2,0,0.0,0,none,4
sft_000027,27,0267_840790,absolute_positioning,0.306239,0.994972,3,14,4,30.585501383757745,0.9949721669993414,0.9957838036453859,0.9937475560073648,0.9949721669993414,True,0,1,0.2,0,done_action,4
sft_000029,29,0267_840790,absolute_positioning,0.391476,0.989267,3,15,4,-1.9085783051157812,0.5053180374687537,0.7336322563010338,3.527017587216722e-12,0.594500218483462,False,1,1,0.2,0,none,4
sft_000030,30,0267_840790,absolute_positioning,0.391476,0.995322,5,23,6,-1.8607995618496904,0.5855930386643029,0.9491988548475065,1.8369245892669216e-12,0.5945002184834619,False,2,2,0.4,0,none,6
sft_000031,31,0267_840790,absolute_positioning,0.391476,0.995099,3,14,4,-2.0714606244210834,0.5945002184834619,0.5097769220475586,0.87486411116008,0.5945002184834619,False,2,1,0.2,0,none,4
sft_000033,33,0267_840790,absolute_positioning,0.391476,0.994542,5,24,6,-1.8557545686106756,0.5957849441976661,0.984464826524009,1.9738471449758955e-05,0.5957849441976661,False,2,2,0.4,0,none,6
sft_000034,34,0267_840790,absolute_positioning,0.391476,0.995322,5,23,6,-1.8607995618496904,0.5855930386643029,0.9491988548475065,1.836924589266922e-12,0.594500218483462,False,2,2,0.4,0,none,6
sft_000035,35,0267_840790,absolute_positioning,0.356317,0.999384,3,13,4,-2.2802498324390186,0.5412291955351209,0.4518123160063446,0.8748641111600802,0.5412291955351209,False,2,0,0.0,0,none,4
sft_000037,37,0267_840790,absolute_positioning,0.391476,0.995907,6,25,7,30.029542698526637,0.7681026555861761,0.6817045601294666,0.9761104561374805,0.7681026555861761,True,3,2,0.4,0,done_action,7
