id,source_item_idx,scene_id,task_type,sft_initial_score,sft_final_score,sft_n_steps,sft_n_actions,env_n_steps,env_sum_reward,env_final_total_score,env_final_pos_score,env_final_ori_score,env_best_score,env_traj_success,env_invalid_actions,env_near_success_steps,env_near_success_bonus,env_collisions,success_path,done_at_step
sft_000000,0,0267_840790,absolute_positioning,0.306239,0.996775,4,18,1,20.25919943977237,0.4733146590789634,0.3753110988514002,0.9078243112561428,0.4733146590789634,True,0,1,0.2,0,auto_term,1
sft_000001,1,0267_840790,absolute_positioning,0.306239,0.996775,3,14,1,20.25919943977237,0.47331465907896353,0.3753110988514003,0.9078243112561428,0.47331465907896353,True,0,1,0.2,0,auto_term,1
sft_000006,6,0267_840790,absolute_positioning,0.364079,0.999351,3,13,1,20.261809973600542,0.5603324533514416,0.4642748442645358,0.9093724815336983,0.5603324533514416,True,0,1,0.2,0,auto_term,1
sft_000007,7,0267_840790,absolute_positioning,0.364079,0.995104,4,20,1,20.261809973600542,0.5603324533514416,0.4642748442645358,0.9093724815336983,0.5603324533514416,True,0,1,0.2,0,auto_term,1
sft_000012,12,0267_840790,absolute_positioning,0.322953,0.986095,3,13,1,20.259846203199377,0.49487343997924427,0.4001446582269359,0.8911993874861953,0.49487343997924427,True,0,1,0.2,0,auto_term,1
sft_000014,14,0267_840790,absolute_positioning,0.322953,0.99421,3,13,1,20.259846203199377,0.49487343997924427,0.4001446582269359,0.8911993874861954,0.49487343997924427,True,0,1,0.2,0,auto_term,1
sft_000015,15,0267_840790,absolute_positioning,0.322953,0.983313,3,14,1,20.259846203199377,0.494873439979244,0.4001446582269357,0.8911993874861953,0.494873439979244,True,0,1,0.2,0,auto_term,1
sft_000017,17,0267_840790,absolute_positioning,0.322953,0.994471,5,21,1,20.259846203199377,0.49487343997924427,0.4001446582269359,0.8911993874861953,0.49487343997924427,True,0,1,0.2,0,auto_term,1
sft_000019,19,0267_840790,absolute_positioning,0.322953,0.996707,5,19,1,20.259846203199377,0.49487343997924427,0.4001446582269359,0.8911993874861954,0.49487343997924427,True,0,1,0.2,0,auto_term,1
sft_000020,20,0267_840790,absolute_positioning,0.415952,0.996839,4,20,1,20.264185729544995,0.6395243181665056,0.5526748777931918,0.9037464134319982,0.6395243181665056,True,0,1,0.2,0,auto_term,1
sft_000021,21,0267_840790,absolute_positioning,0.415952,0.998973,3,14,1,20.264185729544995,0.6395243181665056,0.5526748777931918,0.9037464134319982,0.6395243181665056,True,0,1,0.2,0,auto_term,1
sft_000022,22,0267_840790,absolute_positioning,0.415952,0.988392,5,21,1,20.264185729544995,0.6395243181665055,0.5526748777931918,0.903746413431998,0.6395243181665055,True,0,1,0.2,0,auto_term,1
sft_000023,23,0267_840790,absolute_positioning,0.306239,0.993407,3,14,1,20.259154862298764,0.4718287432920944,0.375311098851399,0.899750423050545,0.4718287432920944,True,0,1,0.2,0,auto_term,1
sft_000025,25,0267_840790,absolute_positioning,0.306239,0.996978,3,14,1,20.259154862298764,0.4718287432920948,0.37531109885139935,0.899750423050545,0.4718287432920948,True,0,1,0.2,0,auto_term,1
sft_000027,27,0267_840790,absolute_positioning,0.306239,0.994972,3,14,1,20.259154862298764,0.4718287432920948,0.37531109885139946,0.8997504230505446,0.4718287432920948,True,0,1,0.2,0,auto_term,1
sft_000029,29,0267_840790,absolute_positioning,0.391476,0.989267,3,15,1,20.262835006554504,0.594500218483462,0.5097769220475586,0.8748641111600802,0.594500218483462,True,0,1,0.2,0,auto_term,1
sft_000030,30,0267_840790,absolute_positioning,0.391476,0.995322,5,23,1,20.262835006554504,0.5945002184834619,0.5097769220475586,0.87486411116008,0.5945002184834619,True,0,1,0.2,0,auto_term,1
sft_000031,31,0267_840790,absolute_positioning,0.391476,0.995099,3,14,1,20.262835006554504,0.5945002184834619,0.5097769220475586,0.87486411116008,0.5945002184834619,True,0,1,0.2,0,auto_term,1
sft_000033,33,0267_840790,absolute_positioning,0.391476,0.994542,5,24,1,20.262835006554504,0.594500218483462,0.5097769220475586,0.8748641111600802,0.594500218483462,True,0,1,0.2,0,auto_term,1
sft_000034,34,0267_840790,absolute_positioning,0.391476,0.995322,5,23,1,20.262835006554504,0.594500218483462,0.5097769220475586,0.8748641111600802,0.594500218483462,True,0,1,0.2,0,auto_term,1
sft_000035,35,0267_840790,absolute_positioning,0.356317,0.999384,3,13,1,20.261236875866054,0.5412291955351209,0.4518123160063446,0.8748641111600802,0.5412291955351209,True,0,1,0.2,0,auto_term,1
sft_000037,37,0267_840790,absolute_positioning,0.391476,0.995907,6,25,1,20.262835006554504,0.5945002184834618,0.5097769220475585,0.8748641111600801,0.5945002184834618,True,0,1,0.2,0,auto_term,1
sft_000039,39,0267_840790,absolute_positioning,0.391476,0.993865,5,21,1,20.262835006554504,0.594500218483462,0.5097769220475588,0.87486411116008,0.594500218483462,True,0,1,0.2,0,auto_term,1
sft_000040,40,0267_840790,absolute_positioning,0.391476,0.996648,3,14,1,20.262835006554504,0.594500218483462,0.5097769220475588,0.8748641111600802,0.594500218483462,True,0,1,0.2,0,auto_term,1
sft_000041,41,0267_840790,absolute_positioning,0.391476,0.997372,3,14,1,20.262835006554504,0.594500218483462,0.5097769220475588,0.8748641111600802,0.594500218483462,True,0,1,0.2,0,auto_term,1
sft_000043,43,0267_840790,absolute_positioning,0.383918,0.981676,3,14,1,20.26273475515688,0.5911585052293298,0.4969752036572877,0.9109838540530472,0.5911585052293298,True,0,1,0.2,0,auto_term,1
sft_000044,44,0267_840790,absolute_positioning,0.383918,0.981676,3,14,1,20.26273475515688,0.5911585052293298,0.4969752036572877,0.9109838540530472,0.5911585052293298,True,0,1,0.2,0,auto_term,1
sft_000045,45,0267_840790,absolute_positioning,0.383918,0.999769,3,11,1,20.26273475515688,0.5911585052293298,0.4969752036572877,0.9109838540530472,0.5911585052293298,True,0,1,0.2,0,auto_term,1
sft_000046,46,0267_840790,absolute_positioning,0.383918,0.981676,3,14,1,20.26273475515688,0.5911585052293298,0.4969752036572877,0.9109838540530472,0.5911585052293298,True,0,1,0.2,0,auto_term,1
sft_000048,48,0267_840790,absolute_positioning,0.383918,0.997522,3,13,1,20.26273475515688,0.5911585052293294,0.4969752036572874,0.9109838540530472,0.5911585052293294,True,0,1,0.2,0,auto_term,1
sft_000049,49,0267_840790,absolute_positioning,0.383918,0.981676,3,14,1,20.26273475515688,0.5911585052293294,0.4969752036572874,0.9109838540530472,0.5911585052293294,True,0,1,0.2,0,auto_term,1
