id,source_item_idx,scene_id,task_type,sft_initial_score,sft_final_score,sft_n_steps,sft_n_actions,env_n_steps,env_sum_reward,env_final_total_score,env_final_pos_score,env_final_ori_score,env_best_score,env_traj_success,env_invalid_actions,env_near_success_steps,env_near_success_bonus,env_collisions,success_path,done_at_step
sft_000106,106,0267_840790,projective_relations,0.570926,0.973559,4,19,5,-0.3707229291998888,0.5266086854728557,0.7781368844198827,0.006685761587280438,0.57164504589199,False,3,0,0.18351717430128184,0,none,-1
sft_000107,107,0267_840790,occlusion_alignment,0.400765,0.975632,7,30,4,-0.5343197138716493,0.40076531586161496,0.5257878914188208,1.6646930620899177e-12,0.40076531586161496,False,3,0,0.023886408655009912,0,none,4
sft_000108,108,0267_840790,size_distance_invariance,0.559485,0.969812,3,14,3,51.410347553333864,0.9698120654703157,0.964287316225032,0.9785228576122372,0.9698120654703157,True,0,2,0.966019714658064,0,auto_term,3
sft_000109,109,0267_840790,equidistance,0.597134,0.993249,3,8,3,50.81920860471667,0.9922887355174528,0.9968523382759693,0.9854133168055063,0.9922887355174528,True,1,1,0.6259564394315931,0,auto_term,3
sft_000110,110,0267_840790,projective_relations,0.6,0.990314,3,13,3,50.84551633660907,0.991278761227836,0.9930340453752479,0.9886202092622034,0.991278761227836,True,1,1,0.6555727911187937,0,auto_term,3
sft_000111,111,0267_840790,occlusion_alignment,0.231695,0.956259,5,24,6,-0.7892189230978095,0.1284776421486512,0.07942274886278049,0.7054002371237371,0.2319830040567983,False,4,0,0.006238373439716897,0,none,6
sft_000115,115,0267_840790,occlusion_alignment,0.097368,0.991285,7,33,6,-0.6455907785895896,0.17581528050993128,0.11858621008207079,0.7382688959729834,0.17581528050993128,False,4,0,0.003839059884603538,0,none,6
sft_000119,119,0267_840790,equidistance,0.5475,0.993888,3,11,4,-0.3787659049336524,0.6025623236142529,0.9999999887063171,0.006404988631991792,0.6025623236142529,False,3,0,0.13700449021595332,0,none,-1
sft_000120,120,0267_840790,projective_relations,0.6,0.961351,3,13,3,50.807487077512974,0.9611676568001826,0.9469048320656293,0.9842126397513116,0.9611676568001826,True,1,1,0.6413511695424023,0,auto_term,3
sft_000121,121,0267_840790,occlusion_alignment,0.075923,0.992643,5,22,6,-0.6982229508708101,0.08969009352115104,0.09159572063264859,0.0685566251881494,0.08969009352115104,False,4,0,0.0020888323784019054,0,none,6
sft_000126,126,0267_840790,occlusion_alignment,0.39241,0.952607,5,18,4,-0.5360830222068153,0.39241034616803216,0.5113724713092599,1.2262066682956611e-12,0.39241034616803216,False,3,0,0.02205626056234226,0,none,4
sft_000128,128,0267_840790,projective_relations,0.572626,0.982782,5,21,6,-0.034300297593735485,0.5971472790167724,0.9894404823128349,2.731675598176331e-12,0.6464510765306023,False,3,0,0.4256123991352386,0,none,-1
sft_000130,130,0267_840790,occlusion_alignment,0.40532,0.953587,4,19,4,-0.5329521968319519,0.4056566598916208,0.5337566808092963,0.0013982363057766835,0.4056566598916208,False,3,0,0.025023893289405193,0,none,4
sft_000133,133,0267_840790,occlusion_alignment,0.424296,0.983533,4,17,4,-0.5285493228625819,0.42429563998126596,0.5678502718931743,1.2052612254627003e-12,0.42429563998126596,False,3,0,0.02984504225706757,0,none,4
sft_000135,135,0267_840790,projective_relations,0.584467,0.988583,4,19,4,-0.4396958718026266,0.584596838512389,0.9454662814828158,0.0003410344711600105,0.584596838512389,False,3,0,0.1198767313832068,0,none,4
sft_000136,136,0267_840790,projective_relations,0.365402,0.951062,5,22,6,0.2361664249559437,0.7354803978298903,0.6670199197315038,0.9045473140234037,0.7354803978298903,False,3,1,0.4190243354359192,0,none,-1
sft_000137,137,0267_840790,occlusion_alignment,0.448965,0.986273,3,14,3,-0.6000000000000001,0.44896477696470277,0.6145989764481947,1.8351757718323367e-13,0.44896477696470277,False,3,0,0.0,0,none,3
sft_000139,139,0267_840790,projective_relations,0.368958,0.95423,5,23,6,0.34413523981000854,0.6496114509079038,1.0,0.12402789729544089,0.6496114509079038,False,2,0,0.35549236272384255,0,none,-1
sft_000140,140,0267_840790,projective_relations,0.584147,0.966624,4,17,5,-0.2786655909418169,0.5841471204627849,0.9444131169225141,0.0,0.58607476386103,False,3,0,0.24069618413277372,0,none,5
sft_000143,143,0267_840790,equidistance,0.000695,0.982777,12,59,6,-0.39509689499039624,0.08649102991311917,0.029362167787532777,0.9738518140957615,0.08649102991311917,False,3,0,0.0020408079305978544,0,none,6
sft_000144,144,0267_840790,projective_relations,0.472898,0.950044,6,25,7,-0.08248522279265297,0.5321859440223933,0.7687789679967322,0.03612553172256455,0.6000003333327192,False,3,0,0.3067083481022659,0,none,-1
sft_000149,149,0267_840790,projective_relations,0.598172,0.962202,3,11,3,51.15467492025361,0.9622019372776018,0.9458956223703989,0.9885862294012059,0.9622019372776018,True,0,1,0.7458334107239186,0,auto_term,3
